"Antiviral","Hospital","ICU","Mask","Vac0_19","Vac20_59","Vac60_69","Vac_70above"
0.466101880036294,0.0110200774434648,0.000389327122475154,0.613298075145576,0.593014666486997,0.723419514561538,0.571858747941442,0.905468719373383
0.613306131470017,0.0110694248542386,0.000246418208949918,0.338320914241485,0.274503412086051,0.938291079034097,0.463535030824132,0.92592056861799
0.357257765536197,0.0102839352892308,0.000133945124248159,0.143587528651115,0.628560206904076,0.777766565014608,0.824019694020972,0.948129632323927
0.379318926341366,0.0085423644948482,0.000310134455885394,0.723111342065968,0.362318631231319,0.335649645563681,0.565358221712522,0.844859757979212
0.446925764556509,0.0104703254858469,0.000157377975784026,0.430739385925699,0.837001637411304,0.587789445410017,0.435074421002064,0.915486790337139
0.500089540653862,0.00687356578940637,0.000263066722417738,0.56962498547975,0.680113168393727,0.709027849442791,0.285711278049275,0.859160610426317
0.235066110787448,0.0101856686960263,0.000209180212586883,0.669317880088929,0.545866257066373,0.409521355489269,0.368678927808069,0.840860153452507
0.584246019080747,0.0128099234158767,0.000167955587424259,0.292117029451765,0.173379690009169,0.712455889263656,0.633126611530315,0.909914418847109
0.72617048619315,0.00830881715275087,0.000370609962780367,0.0797880642022938,0.692642445736565,0.476313214679249,0.509959654519334,0.95849534285049
0.8946064773947,0.0089419942482003,0.000289766792114478,0.489414344013203,0.285751410739031,0.257700963930693,0.694917815171648,0.823822050916888
0.22768916512141,0.00715639196015229,0.000102133566355905,0.367321624024771,0.469906118274666,0.164446102867369,0.190633906451985,0.893219851315469
0.760196320561226,0.0101377133400335,0.000424836961738305,0.544103694704827,0.340815581029747,0.690294515935238,0.875682202270255,0.898302864649058
0.348721209568903,0.00995105191458748,0.000152397637655192,0.0937206845893525,0.402016981209163,0.488605740135536,0.339226728754584,0.844451174498703
0.124668515995145,0.0123454004121197,0.00032854281182851,0.680326842770446,0.213423738011625,0.281262910214718,0.679253851620015,0.911373061669634
0.541293443124741,0.010736280814992,0.00037931890247015,0.827691672171932,0.0709724755445495,0.737369886469096,0.374510763427243,0.879647621324465
0.693228153001983,0.00705569003375107,0.000171977139500275,0.422103460831568,0.379034593217075,0.562041734566446,0.597103330036625,0.964479973804178
0.48182179130381,0.0113747271183143,0.000194434919071838,0.590253744658548,0.502430200541858,0.838883407320827,0.178451375400182,0.890056709127713
0.531173237070907,0.0117727618973291,0.000236543078137496,0.742453471522313,0.741314084324986,0.651858408821281,0.606332334314939,0.869526826462778
0.730423923339695,0.0131169856186835,0.000315671370577284,0.450810977807268,0.31795865038177,0.0460736852162518,0.586315687641036,0.881470154346607
0.863915197041351,0.0114650323454178,0.000107847418113371,0.914812082354911,0.603262023283169,0.249816223026719,0.401829251097515,0.861294976938444
0.627830711756833,0.00878958683671718,0.000262304281418075,0.479919901301619,0.765465290935244,0.277866103884298,0.79488291035872,0.816784696047253
0.0958501639449969,0.00864057959085736,0.000240066492121263,0.44949073880678,0.571224601776339,0.590197414287832,0.32659343249863,0.945927681900442
0.433216257796157,0.012309699114565,8.27849568782146e-05,0.301583436999936,0.884064625415485,0.208399101020768,0.257187898617703,0.930166720995551
0.326643109444994,0.0108773881010879,0.000398496045361228,0.466828806884587,0.652907434131484,0.264839517145883,0.546446864565369,0.900319346276475
0.496147721407469,0.00620788916542474,0.000218606658215325,0.238888067521621,0.421051720492542,0.51223430887796,0.617736586646643,0.854889104130378
0.718761607320048,0.00746613850847748,0.000360414700136655,0.202257663705386,0.518845402079169,0.888245773520321,0.736308164466172,0.93423821337424
0.91967775388388,0.013063401258416,0.000106351597759725,0.603870829474181,0.107383396055084,0.540573965301737,0.477228198156226,0.942990914670024
0.21538612308912,0.0104219477775457,0.000222179131110634,0.329599746535532,0.355297882519662,0.125315201461781,0.684219262811821,0.833000320499276
0.876058268633205,0.0105954753793902,0.000301673395340003,0.373947886857204,0.638014425609726,0.106211121603847,0.244292118840385,0.913158497055874
0.394219493442215,0.00908130764193945,0.000143521483887197,0.555400702476036,0.240802977823187,0.756517095759045,0.521061875829473,0.89587106563238
0.788842713308986,0.00818961498040422,0.000129169605731146,0.413582041698974,0.77613513876684,0.603360059908591,0.958832972969394,0.882278850831562
0.83235863861395,0.00754288723981548,0.000270592608139766,0.672077818138059,0.269216572223231,0.190019033672288,0.103389951223508,0.850026570687089
0.657557975444943,0.013928813512161,0.000410013047752471,0.168176139248535,0.618740451929625,0.761828680341132,0.645760091706179,0.903549963298049
0.553520599638578,0.00948946702176877,0.000402694075479814,0.731844823083375,0.734807234932669,0.79919760494493,0.749392738491297,0.922770241173431
0.314485497677233,0.00767854930103477,0.000296971988421872,0.909132273059804,0.255618338196073,0.229769615689293,0.168808371364139,0.978170361803891
0.387096449257806,0.00840152401794707,0.000419491112913006,0.342052621890325,0.196405301881023,0.450670008100569,0.51840070133796,0.966746795380714
0.634191603434738,0.0107978153095052,0.000204612478675846,0.22289804541273,0.724004682220984,0.917212327627931,0.238181128173601,0.835122309094546
