"Antiviral","Hospital","ICU","Mask","Vac0_19","Vac20_59","Vac60_69","Vac_70above"
0.880940719248094,0.0110200774434648,0.000403116634627467,0.613298075145576,0.593014666486997,0.723419514561538,0.571858747941442,0.990409870081358
0.913767267317814,0.0110694248542386,0.000281941278628186,0.338320914241485,0.274503412086051,0.938291079034097,0.463535030824132,0.992484695367042
0.856668481714572,0.0102839352892308,0.000186573077003265,0.143587528651115,0.628560206904076,0.777766565014608,0.824019694020972,0.994737788786485
0.861588120574125,0.0085423644948482,0.000335967572124434,0.723111342065968,0.362318631231319,0.335649645563681,0.565358221712522,0.984261134867456
0.876664445496101,0.0104703254858469,0.000206442265403719,0.430739385925699,0.837001637411304,0.587789445410017,0.435074421002064,0.991426196121159
0.888519967565811,0.00687356578940637,0.000296057889667746,0.56962498547975,0.680113168393727,0.709027849442791,0.285711278049275,0.985711945985279
0.829419742705601,0.0101856686960263,0.0002503664289237,0.669317880088929,0.545866257066373,0.409521355489269,0.368678927808069,0.983855377886486
0.907286862255007,0.0128099234158767,0.000215411236089379,0.292117029451765,0.173379690009169,0.712455889263656,0.633126611530315,0.990860883071446
0.938936018421073,0.00830881715275087,0.000387245976644257,0.0797880642022938,0.692642445736565,0.476313214679249,0.509959654519334,0.995789382608021
0.976497244459018,0.0089419942482003,0.000318697418378016,0.489414344013203,0.285751410739031,0.257700963930693,0.694917815171648,0.982126874730699
0.827774683822074,0.00715639196015229,0.000159599414147695,0.367321624024771,0.469906118274666,0.164446102867369,0.190633906451985,0.989167231292874
0.946523779485154,0.0101377133400335,0.000433226145000518,0.544103694704827,0.340815581029747,0.690294515935238,0.875682202270255,0.989682899312223
0.854764829733865,0.00995105191458748,0.000202219336050528,0.0937206845893525,0.402016981209163,0.488605740135536,0.339226728754584,0.984219684369434
0.804801079066917,0.0123454004121197,0.000351576389165609,0.680326842770446,0.213423738011625,0.281262910214718,0.679253851620015,0.991008861328804
0.897708437816817,0.010736280814992,0.00039463046261685,0.827691672171932,0.0709724755445495,0.737369886469096,0.374510763427243,0.987790338395236
0.931589878119442,0.00705569003375107,0.000218821191371103,0.422103460831568,0.379034593217075,0.562041734566446,0.597103330036625,0.996396519081583
0.88444625946075,0.0113747271183143,0.0002378635965466,0.590253744658548,0.502430200541858,0.838883407320827,0.178451375400182,0.988846332810058
0.895451631866812,0.0117727618973291,0.000273567955633722,0.742453471522313,0.741314084324986,0.651858408821281,0.606332334314939,0.986763591090427
0.939884534904752,0.0131169856186835,0.000340662433993977,0.450810977807268,0.31795865038177,0.0460736852162518,0.586315687641036,0.987975233049656
0.969653088940221,0.0114650323454178,0.000164444304531077,0.914812082354911,0.603262023283169,0.249816223026719,0.401829251097515,0.985928475921291
0.917006248721774,0.00878958683671718,0.000295411400535028,0.479919901301619,0.765465290935244,0.277866103884298,0.79488291035872,0.981412940178707
0.798374586559734,0.00864057959085736,0.000276555529559546,0.44949073880678,0.571224601776339,0.590197414287832,0.32659343249863,0.994514402511639
0.873607225488543,0.012309699114565,0.000143193337131819,0.301583436999936,0.884064625415485,0.208399101020768,0.257187898617703,0.992915464448824
0.849841413406234,0.0108773881010879,0.00041089114964856,0.466828806884587,0.652907434131484,0.264839517145883,0.546446864565369,0.989887469912106
0.887640941873866,0.00620788916542474,0.000258359302682638,0.238888067521621,0.421051720492542,0.51223430887796,0.617736586646643,0.98527860476685
0.937283838432371,0.00746613850847748,0.000378601207400106,0.202257663705386,0.518845402079169,0.888245773520321,0.736308164466172,0.993328514400285
0.982088139116105,0.013063401258416,0.000163175968222356,0.603870829474181,0.107383396055084,0.540573965301737,0.477228198156226,0.994216469604205
0.825031105448874,0.0104219477775457,0.00026138847465105,0.329599746535532,0.355297882519662,0.125315201461781,0.684219262811821,0.983058003528912
0.972360993905205,0.0105954753793902,0.000328793267888063,0.373947886857204,0.638014425609726,0.106211121603847,0.244292118840385,0.991189992454944
0.864910947037614,0.00908130764193945,0.000194693065881584,0.555400702476036,0.240802977823187,0.756517095759045,0.521061875829473,0.989436195064154
0.952911925067904,0.00818961498040422,0.000182523818338389,0.413582041698974,0.77613513876684,0.603360059908591,0.958832972969394,0.988057274722043
0.962615976410911,0.00754288723981548,0.000302439240271294,0.672077818138059,0.269216572223231,0.190019033672288,0.103389951223508,0.984785304272603
0.923635428524222,0.013928813512161,0.000420656648737299,0.168176139248535,0.618740451929625,0.761828680341132,0.645760091706179,0.990215213667918
0.900435093719403,0.00948946702176877,0.00041445074422924,0.731844823083375,0.734807234932669,0.79919760494493,0.749392738491297,0.992165096930638
0.847130265982023,0.00767854930103477,0.000324806849945691,0.909132273059804,0.255618338196073,0.229769615689293,0.168808371364139,0.997785399023583
0.863322508184491,0.00840152401794707,0.000428693291740742,0.342052621890325,0.196405301881023,0.450670008100569,0.51840070133796,0.996626486487899
0.918424727565947,0.0107978153095052,0.000246493355025604,0.22289804541273,0.724004682220984,0.917212327627931,0.238181128173601,0.983273277734229
0.87184054431329,0.0106123006923332,0.000316008992157044,0.873384286495857,0.0415107424114831,0.145723942720797,0.397516098453198,0.987608342435132
0.974322450145155,0.0133180510870462,0.00036118425132721,0.581546383358073,0.124596278727986,0.800106487863231,0.658401522662025,0.98696376014539
0.84102175658206,0.00968487391698458,0.000388390365222878,0.270390240671113,0.459474947955459,0.643811300185043,0.481666471140925,0.982796694513254
0.904623542963439,0.00928090567245507,0.000198610645256746,0.170847087644506,0.226039169596042,0.367904869238846,0.219312329648528,0.997250441824314
0.92444362131818,0.00922331010117968,0.000330954040033598,0.936410747661721,0.415923105443362,0.343403531813528,0.842575159235857,0.986454973201205
0.91055612140221,0.0136732164787472,0.000190175251448454,0.264343988059554,0.449738114746287,0.491195184579119,0.668164340252988,0.981205199245752
0.842879401170192,0.00853341773109189,0.000179543185484301,0.0824621157324873,0.188471616953611,0.875625609687995,0.836536558305379,0.999219135272962
0.878796469809625,0.0059235798959286,0.000347216555386541,0.639427986135706,0.823355980536435,0.213374832784757,0.426336904191412,0.987334944458427
0.869630234725634,0.0118246813143169,0.000363205609012014,0.104021838703193,0.488441256973892,0.174475030952599,0.770239650076255,0.99727508320214
0.933275853289103,0.0135485450541596,0.000228153625820182,0.509892231735867,0.949037889859173,0.526504046600312,0.145575859982055,0.998265768535545
0.994912545637321,0.00980269673835938,0.00036687555919388,0.130247498434037,0.907869142701384,0.422836524285376,0.706075290380977,0.983611920317998
0.808801295980043,0.0141906836685495,0.000341912236479757,0.19002048879629,0.336454770304263,0.396882087150589,0.132981851540972,0.993165932893658
0.834070090833528,0.0120904823325461,0.000354626205709635,0.819792387695052,0.933533675095532,0.352328191581182,0.888247132441029,0.988943430190452
0.882603420966775,0.0129938276454319,0.000286988977988776,0.779203459247947,0.328683891035616,0.687543743667193,0.348790350202471,0.995961442991931
0.912977536999027,0.014081351366953,0.000255136400608923,0.850503114168532,0.797732485204469,0.412107677857857,0.0687422418780625,0.985078046869258
0.903377831613675,0.0122059356222912,0.000312789233329935,0.955496545634232,0.951834287650418,0.982892043136526,0.929630847391672,0.985356451152216
0.779080884405768,0.0082752471228329,0.000170339221694607,0.282291287269909,0.700128182414919,0.979011522801593,0.309011910040863,0.988377607558486
0.987901005964025,0.0138552167439693,0.000373054090904154,0.00989716593641788,0.153419942678884,0.449824566750322,0.294447417471092,0.982532077921659
0.928974593504742,0.014353586155413,0.000396554572449522,0.899959027625155,0.132348701048177,0.112503770627081,0.00966240201611072,0.982306834691172
0.816090572692398,0.00958305201104442,0.000463820304267996,0.64054036346497,0.666506941793486,0.372252580842469,0.0232133330497891,0.991951431822602
0.959872459151079,0.00740063680386562,0.000174910464393914,0.579171279764269,0.0831811816128902,0.840525650640484,0.0389485181192867,0.993611856221282
0.800753120565538,0.00985467037094394,0.000133260566984016,0.622130072235595,0.0913926003035158,0.298604001938365,0.550038055556361,0.996152537878142
