"Antiviral","Hospital","ICU","Mask","Vac0_19","Vac20_59","Vac60_69","Vac_70above"
0.771491604655534,0.0114278639236036,0.000392020304052593,0.613298075145576,0.593014666486997,0.723419514561538,0.571858747941442,0.543327146731317
0.834495024269167,0.0114712575864418,0.000253356095930608,0.338320914241485,0.274503412086051,0.938291079034097,0.463535030824132,0.642128350811545
0.724906323649492,0.01078053706408,0.000144223706351196,0.143587528651115,0.628560206904076,0.777766565014608,0.824019694020972,0.749418513642158
0.734348500474105,0.00924908617992452,0.000315179831818519,0.723111342065968,0.362318631231319,0.335649645563681,0.565358221712522,0.250530231783632
0.763284227230186,0.0109444393483433,0.000166960551255467,0.430739385925699,0.837001637411304,0.587789445410017,0.435074421002064,0.591723624817096
0.786038323399853,0.00778162745750584,0.000269510112356013,0.56962498547975,0.680113168393727,0.709027849442791,0.285711278049275,0.319616475489456
0.672608295417027,0.0106941263011461,0.000217224149011721,0.669317880088929,0.545866257066373,0.409521355489269,0.368678927808069,0.231208470785059
0.82205729616656,0.0130017656023602,0.000177223984835177,0.292117029451765,0.173379690009169,0.712455889263656,0.633126611530315,0.564803955783136
0.882800968090668,0.00904371624337025,0.000373859084690219,0.0797880642022938,0.692642445736565,0.476313214679249,0.509959654519334,0.799494409905747
0.954891572324932,0.00960050074261697,0.00029541713193913,0.489414344013203,0.285751410739031,0.257700963930693,0.694917815171648,0.148898796699941
0.669450962671963,0.00803033074918264,0.000113357020883904,0.367321624024771,0.469906118274666,0.164446102867369,0.190633906451985,0.48415387108922
0.897364025200205,0.010651956742164,0.000426475423894325,0.544103694704827,0.340815581029747,0.690294515935238,0.875682202270255,0.508709491058253
0.72125267769549,0.0104878159527347,0.000162128139995881,0.0937206845893525,0.402016981209163,0.488605740135536,0.339226728754584,0.248556398544461
0.625358124845922,0.0125932871373396,0.00033304141957196,0.680326842770446,0.213423738011625,0.281262910214718,0.679253851620015,0.571850539466832
0.803673593657389,0.0111783072595869,0.000382309349938737,0.827691672171932,0.0709724755445495,0.737369886469096,0.374510763427243,0.418587542630266
