"Antiviral","Hospital","ICU","Mask","Vac0_19","Vac20_59","Vac60_69","Vac_70above"
0.469557638457045,0.0119248078887674,0.000187884160070725,0.532248148981016,0.401972300535999,0.500215014077257,0.462260608060751,0.639177157974336
0.683309022965841,0.00990086564598964,0.000220372299313548,0.334540420968551,0.628520176159218,0.599161688396707,0.370224014795385,0.586122578305658
0.399723146124743,0.00732293637738214,0.000339466655353014,0.738506070373114,0.557218831628561,0.429850590371061,0.390548217073083,0.544585692612454
0.794218047142494,0.00966353809117554,0.000285478500430687,0.105523974869866,0.604820560961962,0.513359047123231,0.73603755465243,0.51473828833783
0.32437669062987,0.00845345914948513,0.000279703309654634,0.56891233361559,0.59227068465203,0.351339864148758,0.65391871558968,0.281519255456515
0.604787685095798,0.00769839013487161,0.000158511264189326,0.698513665404171,0.254405374645721,0.197653819781262,0.313698071893305,0.613531601980794
0.459254133191425,0.0128846858571203,0.000150050986207731,0.778131692407187,0.799245141963474,0.718699785014615,0.389356549719814,0.21645859150216
0.729689388647676,0.0107263003172697,0.000239407544409009,0.648443730992731,0.721531797193456,0.721578394428361,0.77868818868883,0.177801198195666
0.176645821465645,0.0111862685623572,0.000178811776829861,0.370388567815535,0.338624680342618,0.20173097159015,0.360711927686352,0.435754293862265
0.679112982049119,0.00815632702526539,0.000364583113222058,0.321706758402288,0.749950132442173,0.287676985552534,0.581016471690964,0.388612101534382
0.648053527798038,0.0128290337730887,0.000473974382349449,0.547768248645589,0.371571665685624,0.269235851683188,0.539446404525079,0.132243906632066
0.69260415329365,0.0118412023694693,0.000236485121922902,0.203078736783937,0.522322073308751,0.181454061588738,0.443266873797402,0.6463759178482
0.375873965569772,0.0115590844738123,0.000437118418785,0.422361754120793,0.128535722715314,0.574762133143377,0.27118472357979,0.753475312599912
0.202960866277572,0.00807885796951209,0.000420565409779611,0.664697211077437,0.54295856291661,0.792849230654538,0.888184771090746,0.392563584288582
0.275133216816466,0.00696502983934907,0.000125918757640005,0.299767850115895,0.644540057862177,0.393683358998969,0.510009009158239,0.14324650565628
